text,emotion
یا خونهی ما خیلی نقطهی حساسیه یا الگوریتم محاسبه قیمت تپسی خیلی عجیبه. ولی مثلا همیشه از هر مبدا دلخواهی به مقصد جلو در خونمون یا حیاط خونمون ۱۰۰۰ تومن فرق دارن :)),surprise
یکی کوزه مون رو شکست یکی دیوارها رو ریخت شیشه ها رو شکست توفان به پاشد یکی غم ها رو میلیون ها برابر پیرتر کرد همه چیز رو بدتر کرد ما رو زخمی کرد یکی شرابمون رو ریخت پیازمون رو دزدید یکی بی جهت پرنده ما رو توی قفس زد جگرم میسوزه قلبم آتش میگیره ایکاش اینطور تموم نمیشد ایکاش نمیشد,sadness
واکنش سردار کمالی به فیلم شادی سربازها خودش سه قدم رو به جلوعه. (مرضیه رسولی),happiness
اون روزی که ماشینمو بفروشم ، غمگین ترین دختر شهر میشم ! حتی فکر کردن بهش غمگینم میکنه ! واسه اینکه از بچگی دوست داشتم این ماشین، ماشینِ من باشه و حالا هست و مثل بچه ی نداشتم دوسش دارم :),sadness
یکی از موقعیتهای ناراحت کننده وقتیه که عاشق اون شخصیتی از سریال میشم که عامدانه جوری ساخته شده که دوسش داشته باشن. حس میکنم بردهی نویسنده و کارگردان شدم.,sadness
معلومه خیلی سوختی مسیح خانوم آب یخ بدم,happiness
یه فیلم از یه #بابا_نويل دیدم توله سگها عجب عشق حالی میکنند ...,happiness
شبهاي يلدامنزل پدر و مادر همسر كلي مهمون بود و ماهم مثل خدمتكار.درحال شستن ظرف ها حرف ميزديم؛ اعتراض عمده ي آقايون به صدا بود: ساكت باشين بابا ميخواد ساز بزنه! يه باربا عصبانيت شديد گفتم ديگه ببخشيدكه نميشه خفه شيم. بعد از اون پروژه ساز افتاد بعد ظرفشويي:/ …,anger
شاد کردید ملتی رو. دمتون گرم. کاش مسئولین هم دل ملت را شاد می کردند!!! #ایران_چین,happiness
-- خیلی خوش گذشت . مرسی از بی بی سی و باقی بچه های لندن نشین! نیمکتنشینان ۹۷؛ مسابقه فوتبال نوروزی بیبیسی فارسی  via,happiness
مدیران چرا اینطوری شدن، یکی توییت میکنه باید ۲۴ ساعته کد بزنید، یکی میگه دولوپر تحقیر کنید شاخ نشه، یکی میگه دولوپر سنیور میخوام حقوق کم میدم تازه سر وقتم نمیدم :))) چتونه بابا، کام دان بیبِ.,surprise
-یه روز پاشدم دیدم تو آینه که دقیقا همون چیزیم همیشه ازش بدم میومد! +خب -افتادم... …,hate
یادمه شبهای سرد زمستان غرب کشور از عراقیها نمیترسیدیم.از مجاهدین ضدخلق دائم در هراس بودیم چون زبان فارسی حرف میزدن وبه پشت سنگرها نفوذ میکردن وبا سیم برنده وکلنگ سربازهای سر پست نگهبانی رو میکشتن..عملیات چلچراغ شاهد این ادعاست,fear
چند وقته حس سادیستیک و انتقام جویانهای درونم میگه، یه اکانت با شماره موبایل و هویت خودم بزنم و اونجا آزادانه و فارغ از دیده شدن،به عزیزانی که در ورودیمون رو اعصابن فحش بدم,anger
لعنت به روزایی که این همه از آروزهات دوری..,sadness
یه برنامه بود تو آمریکا ملت میرفتن کارای شگفت انگیز میکردن هنوز هست؟میخوام برم بگم من تو ایران با درآمد 1 میلیون در حالی که خط فقر 3 میلیونه هر روز دارم چاق میشم نمیدونم چرا؟؟واقعا شگفت انگیز نیست؟؟,surprise
۲/ من که بهش رای میدم، ولی واقعا ناراحت شدم و یه جورایی بهمون بر خورد! هرچقدر تیم رئیسی خوب تبلیغ میکنن، تیم روحانی ضعیف عمل میکنه!,sadness
دوربین های تعبیه شده در ارتفاعات کیاسر مازندران تصاویر زیبا و کم نظیری را از تنوع زیستی شگفت انگیز در این منطقه به ثبت رسانده است. این تصاویر شامل گوزن قرمز (مرال)، شوکا، گرگ، خرس قهوه ای، پلنگ، کل و بز وحشی، گراز و ... می باشد,happiness
وقتی تولدتونو با خوشحالی اعلام میکنید بهتون حسودیم میشه. سال هایی که روز تولدم از ته دل شاد بودم انگشت شمارن,sadness
زندگی تو ایران دیگه داره فیلم ترسناک میشه,fear
این صحنه گل اول فارست به آرسنال شاهکاره یعنی پاره شدم از خنده خط دفاعی آفسایدگیری کرده بعد دیوار دفاعی بستن یه متر عقبتر از خط آفساید :))))))))))))))))))),happiness
درودوهزار درود به رفیقای توییتِروم مِدنوم خیله سخته ،ولی جانه عزیزتا تا متنن خوش باشن وشادی دُرست کُنن غم به دلتان راه نَدِن قسم موخورُم شادیتان نزدیکه ،گور پدر هرچه غمو مُلایه روز عشاق نزدیکه ،مبارکتان بَشه,happiness
اینکه فهمیدم اگه یه روز چشمامو از دست بدم همهچیمو میبازم یه طرف، اینکه الان واسه نوشتن همين چنتا کلمه چقد چشمم سوخت و قرمز شد و بنفش شد یه طرف. حالا اشک بریز کِي نريز.,sadness
از موفقیت ارزشمند تیمملی #فوتسال_زنان ایران در آسیا نوشتیم، بیانصافیه اگه یادی نکنیم از تیمملی جوانان کاراته ایران (زنان) که امروز با کسب دو مدال طلا، یک مدال نقره و یک مدال برنز قهرمان آسیا شدند. ممنونیم ازشون که با همه محدودیتها، روز خوبی برامون ساختند.,happiness
من عادت دارم حتی ساعت یک شبم که باشه وقتی حالم خوب نیست آهنگو با صدای بلند تو خونه بدون هندزفری تو تاریکی گوش بدم:) الان دلم میخواس میتونستم نامجو رو بغل کنم! کاش اینستا مثل توییتر بود میشد هر لحظه هر چیزی که دلت خواست رو بنویسی دارم عاشق توییتر میشم:),happiness
بیژن هم هم مائده حمایت کرد افرین به غیرتت اقای بنفشه خواه درود بر شرفت,happiness
آخرین پرچم در اهتزاز یکی از فیلم هایی که خیلی بهم چسبید و واقعا باهاش خندیدم نمیدونم واقعا انقدر خنده دار بود یا به خاطر علاقه ای که به برایان کرانستون دارم خندیدم !! موضوع نسبتا خوبی داشت و امتیاز قابل قبولی از منتقدین گرفته بود . #LastFlagFlying #BryanCranston,happiness
والله من تا حالا ندیده و نشنیده ام که جهت واریز پول به بانک ها مراجعه شود و گفته بشه که پول واریز نمی کنیم چون صندوق پُره. عجیبه واقعا. من با این روند قید این بانک رو خواهم زد.,surprise
قرار بود که یه کاری رو من و پسرعموم انجام بدیم راضی نشد . ساعت دو نصف شب شروع به حرف زدن کرد و گفت آورده بچه اش رو گذاشته اینجا میخوره و میخوابه و کاری نمیکنه و حالم قابل توضیح نبود تو اون لحظه ولی سر دو هفته نشده پدر مادرم رو با بدبختی و اینکه کار دارم راضی کردم برگردم خونه .,sadness
داستان غمنومه ی فریدون از این قرار است که در یک آبادی، خندیدن بنا به خواست عده ای ممنوع می شود. در میان مردم آبادی پسر جوان خنده رویی که همچنین عاشق لبخندهای معشوق خود است و دست به اعتراض می زند. داستان حال و روز این روزهای ما؛ داستان تکراری این سرزمین,sadness
خیلی جالبه که از این همه آدم هیشکی ماجرای این گربه! رو نشنیده و همگی قاه قاه خندیدن …,surprise
امشب که هیچ حال دلم روبه راه نیست ؛ مطرب خلافِ حالِ دلم ، شاد می زند ...!,sadness
مامانم بعد این همه تجاوز که به بچه ها شده تو بیست و سه سالگی میپرسه کسی تو بچگیت ازین کارا نکرده باهات؟! یکم دیر نیست؟!!,surprise
با #اسلام میخوای به جنگ رژیم اسلامی بری؟ با پول عربستان میخوای به جنگ رژیم بری؟ پس برو ته صف مجاهدین 40 ساله ابتدای این صف ایستادن مجاهدین پول دارند سازماندهی قوی دارند ولی در بین مردم منفور هستند چون اسلامگرا و مزدور بیگانه هستند,hate
کاری هم ندارند که جای اون درس کذایی، ملت کلی درس دیگه میتونستن بردارن و به خاطر این درس برنداشتن حالا هم که ۹۵ ای ها انتخاب واحد کردن اون بقیه درس ها پر شدن و دیگه عملا هیچ کاری نمیشه کرد اعتراض هم بکنی مسئولین آموزش به بدترین نحو ممکن باهات برخورد میکنن,sadness
یکی از نکات امیدوار کننده ماجرای امروز #مجلس ، مخالفت 120 نماینده با #خيانت_FATF و تسلیم نشدن در برابر لابی سنگین دولت و تلاش بی وقفه هیئت رئیسه مجلس برای تصویب این لایحه بود. به سهم خودم دست تک تک شون رو می بوسم و به شرافتشون درود می فرستم.,happiness
یکی دو روزه با دخترا لاس میزنم حس میکنم پیر شدم و این غم انگیز و کیریه,sadness
عباس یه قدمی قصاص،جامعه باشریک شدن در نجاتش میتونه از بازتولید خشم و ریخته شدن خونی دوباره جلوگیری کنه #کودک_مجرم_نیست,sadness
تفریح این روزا سر کار .باشگاه .گل .غذا .کتاب .خواب .صبح یه افسوس عمیق,sadness
خونه مادر بودیم.همه خوب و شاد.انگار چند روز بعدش مسافر بودیم.یادم اومد که این دفعه آخر بود و دیگه نمیتونیم برگردیم ایران.خدا میدونه تا چند سال. مچاله شدم. خیسی بالش زودتر از موقع همیشگی بیدارم کرد.توی فرودگاه که خوب بود حالم. فهمیدن یه سری چیزا همیشه چند ماه طول میکشه واسه من.,sadness
شدیدا خجالت میکشم به اطرافیانم بگم که برام فیلم ،کیلیپ و استوری نفرستن من دوس ندارم. حداقل استوری یا پست کسایی که فالوشون کردم رو نفرسن واقعا این کار عصبیم میکنه,anger
حالت تهوع بهم دست میده وقتی حتی صدای این سریال های ایرانی شبکه میلی رو میشنوم جز اه ناله بیمارستان بدبختی نکبت هیچ حسی به آدم دست نمیده,hate
درود بر قوم بزرگ بختیاری ( لُر) چوب بازی بسیار زیبا در منظره تحت جمشید #میدان_میلیونی #جنبش_فیروزه_ای #ایران_را_پس_میگیریم_حتی_اگر_بمیریم #WeSupportPolandSummit,happiness
میان انتقاد میکنن تا میخوام جوابشونو بدم بلاکم میکنن، محو شجاعتش شدم..,surprise
خیر ظاهرا شما بیشتر وارد هستی ،ملعون دویستو پنجاه گرم دارید و طبق روایات بیشترین لذت را هم شما می برید ،آنوقت اینقدر ناز میکنید,anger
وقتی مضطربم فقط حرف زدن با مامانم حالم رو خوب میکنه و الان تقریبا 3 ساله که از استرس هام باهاش صحبت نمیکنم که یه وقت نگران و ناراحت نشه :( .,sadness
ارومیه اعضای کانون شورشی مجاهد شهید غلامرضا صالحی در یک عملیات شجاعانه انقلابی با شعار درود بر رجوی، مرگ بر خامنه ای بنر حاوی تصویر منحوس خامنهای ملعون را به آتش کشیدند. #DownWithKhamenei #کانونهای_شورشی #براندازم,hate
فارغ از مساله چرايی #بازداشت فعالان #محیط_زیست مسئولان زندان اوين بايد در برابر جان زندانيان مسئوليت پذير باشند. چطور در مدتی كوتاه دو زندانی در زندان اوين خودكشی ميكنند؟,surprise
"جامعه هنری امروز ما به تعدادی منتقد بیچاک و دهنِ وحشی نیاز داره تا یه عده کسخل رو از خواب خرگوشی و ""توهمِ هنرمند بودن"" خارج کنه",anger
هیچ حسی به دیدن فوتبال ندارم. واسه خودمم عجیبه در این حد بی حسم بهش :)),surprise
تو سنی هستم که سوزان روشن شاد میخونه من گریه میکنم,sadness
"وضعیت جسمانی #اسماعیل_بخشی وخیم است و از آزادی وی به قید کفالت جلوگیری میشود خانوادهی #سپیده_قلیان ۱۲ روز، و وکیل وی از روز اول بازداشت، از ملاقات با وی محروم هستند، مسئولان به خانوادهی وی گفتند""در مرحله تحقیقات و بازجویی،فعلا از ملاقات محروم است""",sadness
لعنت به نگاهی که مرا خام خودش کرد ما را چه به عاشق شدن و در به دری ها... #فنا,sadness
فمنیستهای احمق رو نمی فهمم، عریان می شن که بگن چی؟! حالا اگه یه لشکر مرد با آلت جنسیشون صف بکشن چه مفهومی می تونه داشته باشه جز القای حس تجاوز؟ چطور این بده ولی اون خوبه؟!! این چه بساط کثافتکاریه که توی دنیای مدرن راه افتاده؟ حالم دیگه داره از همه چی به هم میخوره,hate
لوگوی ۳۲تیم #جام_جهانی را نگاه میکنم و از این حجم از سادگی و بی خلاقیتی لوگوی ایران متاسف میشوم,sadness
#فقر عقده میاره، نکبت میاره، خشم و کینه میاره، حسادت و بخل و تنگ نظری میاره... تو یه کلام، فقر میرینه به یک نسل و کل پکیج اخلاقی اون نسل.... …,sadness
این ترم سر کلاس بینایی ماشین که یه جلسه رفتم نمونه کد نشون بدم با Jupyter Lab کار کردم و الان فکر میکنم همهی دانشجوها دارن از Jupyter Lab یا Notebook استفاده میکنن و از این بابت خیلی خوشحالم :) البته خیلیهاشون قبلاً هم استفاده کردن.,happiness
"خدا رحم کنه به فنا نرم , امروز خیلی خندیدم #جدی",happiness
کسب چنین جایزهای برای پناهندهای محبوس مایه شرم دولت استرالیاست. امیدوارم این جایزه توجهات بیشتری را به شرایط ما جلب کند و تغییر ایجاد کند و این سیاست وحشیانه را پایان دهد.,sadness
هیچوقت نتونستم یهو آدمها رو ایگنور کنم یا ارتباطمو یهو قطع کنم،وقتی یکی این کارو میکنه هم به شدت غمگین میشم هم برام سوال میشه که نمیشه بگی بعد بری؟ :) حرف بزنم یا نزنم؟ دوست هستیم یا نیستیم؟ فک میکنم همه آدمها لیاقت یه خداحافظی رو دارن... [مرسی که بلاتکلیف میذارید منو :)) ],sadness
بيشتر از خشم احساس شرم مي كنم. شرم از درنده خويي انسان بر انسان  …,sadness
مسئولان ذی ربط گوه خوردن برای پیش گیری کسیو بازداشت کردن و خانواده ای نگران علاوه بر این شمام غلط اضافه کردی که قانع شدی. مثل این میمونه که برای پیش گیری از سرطان بری شیمی درمانی کنی ...برو شیمی درمانی کن دگ یه وقت سرطان نشه اون لقمه حرومی که میخورین,anger
یکی از فانتزیام تو دوران دبستان این بود که منم مثل معلمامون با ماشین برم مدرسه و برگردم، در همین حد ساده، حالا امسال علاوه بر این که باید با ماشین هم برم مدرسه، می بایست به یه کلاس شور و شر هم درس بدم..! البته این صوبتا به کنار، معلّمی شغل نیست عشق بی همتاییست..! #منومدرسه,happiness
تولدت مبارک نازنین جان. کاش ازت انسان بودن رو یاد بگیریم رفیق. خیلی افتخار میکنم که باهات تو این دنیای کوچیک آشنا شدم و همیشه دوس دارم ازت یاد بگیرم. حتی اگه کسی نفهمه خودت میدونی که چی میگم. برات آرزوی خوشبختی، سلامتی، شادی و موفقیت روز افزون میکنم.,happiness
برنده مسابقه شماره یک تعلق گرفت به شماره موبایل: 0912***7897 براشون آرزوی موفقیت میکنیم و تعداد ۳ بلیط سینما (به شرط حضور خانواده) تقدیمشون…  …,happiness
حس خوبم به اون آدم از بین رفت. حس بدم به اون یکی (که به خاطر حس خوبم به اون آدم اول بود) از بین نرفت. :)) خواستم بگم غمگین شدم از این که خشمم قوی تر از دوست داشتنم بود.,sadness
بدتر ازهمه اون وقتیه ک خودت میای استوری هایی که یه سری منگل توش تولدت و تبریک گفتن دوباره استوری میکنی,hate
سلام طرح جدید باعث شد براحتی امتیازاتم و از دست بدم لطفا طرحی برای تبدیل کارشا به امتیاز بزارین خیلی ها با طرح جدید امتیازاتشون براحتی از دست دادن. یا حداقل بشه با کارشا هم وام گرفت ممنون,sadness
طرف طبق همین قوانین نیمبند مملکت رأی آورده رفته شورا؛ یه شیخ آلزایمری گفته نوموخوام بره. یکسال طول کشیده تا بالاخره حالیش کردن که پدر جان، این بابا قانونی رفته شورا، و امروز بالاخره رضایتشو گرفتن حالا یه عده میگن احسنت، عجب گام رو به جلویی. ببخشیدا، خب من ریدم به این گامتون.,anger
مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر م,anger
رهبر انقلاب خطاب به #ابوالقاسم_طالبی آفرین آفرین آفرین بر شما دست شما درد نکند. #قلاده_های_طلا #ابوالقاسم_طالبی,happiness
نه پس میخواستین واسه ایران آرزوی موفقیت واسه مراکش آرزوی مرگ کنه؟ #خودخواه_نباشیم …,surprise
به من بگین دیوونه ولی من عاشق دیدن رسیدن آدم ها به موفقیت و خوشحالی توی زندگی هاشون هستم زندگی یک سَفَر ه یک مسابقه نیست ...,happiness
تو بیرون رفتنای پسرونه، جدا از خوش گذشتنا، میفهمی همه کم و بیش دارن مث تو زیر فشار زندگی جون میدن. صرفا نقاب خندون مردونشون رو زدن کسی نبینه,sadness
من از پیچیدگی و ابهام توی ارتباطات آدمها بیزارم، آدمهایی رو بیشتر دوست دارم که جملهها و کلماتشون رو دقیق انتخاب میکنن. اگر میگن «دلم برات تنگ شده»، «دوستت دارم»، «دوستت هستم» منظورشون دقیقاً همینه نه چیزی بیشتر نه چیزی کمتر.,hate
در اینجور مواقع یک نفر باید سریع باد لاستیک های ون رو هر چهار چرخ رو خالی یا پنچر کنه تا نتونن فرار کنن، این پلیس ها مثل موش میترسن از تجمع ملت مطمینا جرات تیراندازی هم ندارن فقط زورشون به دخترهای ایران عزیز میرسه،  دیگه دختران کشورمون رو با این داعشی ها تنها نمیزاریم #بیتفاوت_نیستیم,hate
"کدوم پیوند رو با ملت دارید شما؟ اینکه اونها بخوان و شما انجام ندین؟ اونها نیاز داشته باشن و شما به لبنان کمک کنید؟ اونها اعتراض کنن و شما بهشون شلیک کنید؟! این اسمش ""پیوند"" نیست آقای خامنهای، دشمنیه. مردم هم احمق نیستند. احمق تویی اگر احساس نفرت مردم به خودت و نظامت رو نمیدونی",anger
یه حس ناامیدگونه ای که همیشه همراهمه اینه که میبینم اطرافیانم خیلی بی ذوقن یعنی واقعا کمتر کسی رو میبینم اندازه خودم از اتفاقات زندگی ذوق کنه و هیجان زده و حیرت زده شه و اینا نمیفهمم چرا واقعا مثلا کودک درونشون مرده مال من زنده ست؟ من زنده بودن رو دوست دارم اونا نه؟ چیه قضیه..,surprise
- چییییی؟؟! بیمارستان؟؟! ترسناک ترین دیالوگ تو فیلمهای ایرانی,fear
کم کم دارن فجازی نخبگانی!!! را چنان سفت می بندند که از دستشون فرار نکنه!!! من که به سختی میام اینجا! شما با چی میاین که همیشه اینجا هستین؟؟؟,surprise
اون لحظه ای که دارین به یه متاهل آمار میدین خودتونو بذارین جای همسر طرف اگه بازم تونستین ادامه بدین تبریک میگم شما خیلی حروم زاده اید,hate
منم اینو دیدم ولی خیلی بدم اومد از کارشون واسه همین کلا شبکه رو حذف کردم?,hate
وقتی مامانم اینا مهمون دارن یا بیرونن و جواب نمیدن ناراحت میشم ازشون. بعدش ولی یادم میوفته که من بودم که ولشون کردم رفتم.,sadness
کجایند مدعیان ارزشها که هروقت ملت به حکومت اعتراض میکرد پای شهدای جنگ را به میان میکشیدند و میگفتند معترضین وطن فروشند و ما فلان قدر شهید دادیم که یک وجب از ایران به دست بیگانه نی افتد؟الآن #دریای_خزر به دست بیگانه افتاد،پس چرا خفه شدهاند یا دارند ماستمالی میکنند؟ #خزر_پر,anger
حضور #فاطمه_معتمدآریا در فستيوال سليمانيه به همراه گروه #سه_رخ #جعفري و #نويد_محمدزاده مشت محكمي زدتو دهن بعضي از فاشيست هايي هنوز نميدونن كورد چيه و كيه!درود برشرفشون! #فستيوال_صنوبر_طلايي,happiness
چه رخداد شگفت انگیز و معجزه آسایی واقعا …,surprise
نکته جالبیه که خیلی از تیم های ایرانی فرقی نداره چه رشته ورزشی باشه در برابر اکثر رغیبا که مملو از امکانات هستن خیلی خوب عمل میکنن. نبود امکانات عدم موفقیت نیست! #پرسپولیس #ایران #فوتبال #بیرانوند,happiness
از فيلتر تلگرام ميگم، ميگه دغدغه شما الان اينه؟ بالا رفتن دلار، دغدغه شما اينه واقعاً؟ گرونى مرغ، اينه دغدغه تون؟ حصر، اينه؟... عجب گيرى افتاديم. دغدغه تو چيه الان؟ ...اينه؟,anger
الآن، چهلم دختران حادثه آتش سوزي مدرسه ابتدايي زاهدان. چيزهايي تازه اي اينجا از ماجرا شنيدم كه عمق فاجعه را نشان مي دهد.كاش برخي مسؤولان مي توانستند اين بچه ها را فرزندان خودشان بدانند. به اميد اين كه ديگر حوادث براي هيچ يك از هموطنان روي ندهد مخصوصا شهروندان عزيز و مظلوم زاهدان.,sadness
امید خلق ایران رجوی قهرمان درود .درود .درود #آزادی_زندانی_سیاسی #براندازم,happiness
یاد خواب دیشبم افتادم اعصابم خورد شد. لعنت بهت مرد، لعنت بهت که تو خواب هم ولم نمیکنی همش کابوس اینو میبینم که باهات کلاس دارم ابلیس. ولم کن.,anger
وقتی حال گوله بد میشه پریشونترینم... زبون ناله و ناراحتی نداره ، فقط با اون چشمای قشنگش غم عالم رو میریزه تو دلم و من چقدر ناتوانم:((,sadness
چه شادی بشه امشب,happiness
خاک توسرملت...هرکجای دنیا بود حداقلش ون این جنایتکاران اخوندی رو به اتیش میکشیدن....مشتی مرد ترسو وایسادن نگاه میکنن خواهران ما رو اینا سرکوب کنن...همین بی غیرتیتون هس که مملکت به این روز افتاده ویران شده⛔⛔⛔⛔⛔,anger
وقتی دیشب حرف زدن حمیدرضا حاجی بابایی در برنامه نود را دیدم متاسف شدم که چطور افرادی به بیسوادی و خشک مغزی او سکان مملکت را در دست گرفته اند.,sadness
خدا خفت نکنه با لهجه خمینی خوندم  پوکیدم از خنده ??????,happiness
راست میگه خب بنده خدا آخه جملات پر فیضی هم چون دانشگاهی که دانشگاه نباشد دانشگاه نیست  رو شما فقط در نظر بگیر اصلا درک فلسفی و عمقی این جمله چند ساله منو در حیرت و بهت فرو برده????,surprise
مهدویان در دومین ماجرای نیمروز خیلی خوب توانسته با بهره گیری از صراحت، اشراف و به تصویر کشیدن خشونت؛ مرز باریک بین خودی و نفوذی و شهید و جلاد را ترسیم کند. جشنواره فیلم فجر صرف نظر از مانکن های پوچ ؛ انصافا حامل پیام های خوبی در #بعثت_انقلاب است.,happiness
"(یه جمله دوستم گفت جالب بود گفتم بهتون بگهم تظرتون رو بپرسم) اگه بریم اون دنیا ازمون بپرسن ""بهشت خوش گذشت?"" چی?",surprise
کنگاوری انقدر عصبیم کرده بود که شبش خواب دیدم فهمیدم اسمش کنگاوری نیست کنگرضاوریه.,anger
۳. متن نامه سداد را جناب وزیر  مجددا مطالعه بفرمایید. متن صریح نامه: (در تاریخ ۷ بهمن از ساعت ۱۰ الی ۱۲ به منظور «رزمایش قطع اینترنت» همه سرویس های... ) مسئولان به آن رزمایش می گویند؛ اما رسانه ها نباید بگویند؟,surprise
آفرین گل کاشتن این تیم دیگه به راحتی گل نمی خوره,happiness
چقدر خوبه تهران خلوته با رضا رفتیم موتور سواری تو اتوبان امام علی خیلی حال داد با سرعت زیاد لایی میکشیدیم,happiness
"ولی جدی جدی ""روزی که از لب تو، بر ما سلام باشد شادی قرار گیرد، عشرت مدام باشد""",happiness
الان خوشحالى كه توو مملكتت فقط به حق رأى دارى؟؟اونم فقط بخاطر منافع خودشون اين حق و به عموم مردم دادن..يه سوال..توو كدوم رسانه سياستهاشون (بدون زندان و ترس )مورد نقد و بررسى قرار گرفته شده؟؟,anger
پرسپولیس تا میگوزه AFC جریمه اش میکنند. حالا ببینیم مسئولین پرسپولیس مثل کیروش جرات اعتراض کردند به بی مدیرتی دارند!,anger
بمیرم برا پرسپولیس مظلوم و تنهام ،لعنت بر بدخواه پرسپولیس.,sadness
میخوام بدونم اینجا ملک شخصی کسی هستش؟! بخشنامه نویس توییتر هستن یه عده؟ که میگن فیلم نزار ،عکس نزار ، تبلیغ نکن، برو اینستا فلان کارو کن ،اون کارو کن، شاخ عزیز توییتر این امکاناتو گذاشته واسه استفاده کردن! نهایتا شما دوست نداری ، خیلی شیک مجلسی طرفو آنفالو یا بلاک کن !,anger
گاهی فکر میکنم این آدمها فقط توی فیلمها و سریاله هستند. انقدر حالم بد میشه که اصلا دوست ندارم باور کنم سرزمین مادریمون پُر از خشم و درده.,sadness
"از عجائب روزگار اینه که #احمدی_نژاد با ژست عدالت طلبی دم از مردم میزنه, انگار یادش رفته شروع ماجرا از وقتی بود که امورات دست خودش و رفقاش بود ! لابد اون موقع رفراندوم لازم نبودیم! شما که انتقاد از خودت رو قبول نداشتی حالا منتقد وضع موجود شدی؟!",surprise
دردناكترين خشونت عليه زنان اينه كه تمام قوانين كشور به ضررشونه!,sadness
بدبختی و مشکل ما اینه که هم باید با تندروهای داخل نشین بجنگیم هم با شل مغزهای خارج نشین,sadness
"پرونده""حقوقهای نجومی""چه شد؟ پرونده""املاک نجومی""چه شد؟ مساله""دروغگویی در بورسیهها""چه شد؟ پرونده""فاضل لاریجانی""چه شد؟ پرونده""حسین فریدون""چه شد؟ گفتن اینها هم تضعیف قوه قضائیه است یا فقط مطالبه دادگاه علنی بقایی تضعیف است؟ عملکرد مسئولان،نظام را تضعیف میکند یا راستگوییِ مخالفان؟!",anger
روزگار بر ما ایرانیها وفایی نداشت. گوجه کاشتیم سرما نذاشت. خیار کاشتیم بازار نداشت. تریاک کاشتیم پاسگاه نذاشت. بز داشتیم گرگ نذاشت. زنبور داشتیم عسل نداشت. یارانه میدادند حسن نذاشت. همگی ضرر بود و طلبکار دست بر نداشت. لعنت به این شانس خواستيم قهرمان آسیا بشیم، ژاپن نزاشت,sadness
عاشق اين خنده هاى حيوانيتم= ))),happiness
قربون صدقه رفتنا هم عوض شده به طرف میگه:خر وحشی دوست داشتنی طرف هم حال میکنه :-)))),surprise
هر روز میبینی جایی در گوشه کشور تابوی تجاوز به دختر و پسر را میشکنند! ممکن نیست حاکم شهر شرف داشته باشد ولی حکمش برائت از متجاوز.! از دینتان، از مقدساتتان بیزارم چون رهبرتان مرد میانسال ۵۰ ساله ای بود که ۱۴۰۰ سال پیش بکارت دختر ۹ ساله را با هوس برداشت! #ایرانشهر,hate
از لحاظ حقوقی میتونیم اجازه ندیم از اصفهان بره یا باید به خشونت متوسل بشیم؟  …,anger
اسلام وقتی تموم شد اون محمد گجستک از ترس اینکه خزعبلاتی که بافته بود رو مردم نفهمن دستور بقتل مخالفانش میداد..برو ترورهای صدر اسلام رو بخون،وقتی حقیقت کشف بشه کسی متعصب نمیمونه،اسلام دیگه تو قلب کسی نمونده، رو کاغذ که خیلی چیزها میمونه..,anger
درود بر شرف خاک پاک استرالیا، با کسب دو مقام در این لیست طلایی =)))) احسنت  …,happiness
یه حرفی میزنن دیگه برای خودشون نمیفهمن مردم مثل خودشون گوسفند نیستن علم پیشرفت کرده از دست دوربین نمیشه فرار کرد,anger
گفت دیوانه وار دوستت دارم ... ولی من چه ساده بودم که نفهمیدم به دیوانه اعتباری نیست...,sadness
از اینکه واقعا به یه ورمه و از هیچیش ناراحت نیستم شدیدا احساس قدرت میکنم و خوشحال ترم میکنه ^_____^,happiness
مسیح عزیییییییزم مطمئنم از این پس نامِ تو کنار نامِ زنانِ آزاده ی جهان مینشیند و خود نمایی میکند و قرنها پس از تو وردِ زبانِ مردم دنیا خواهد شد...به خود میبالم که طرفدار و هواخواهِ توام دخترم...از دیدنِ خنده ات دلم غنج میرود ??????????,happiness
تو خر کی هستی ک حالا مهم باشه تو چ غلطی میخای بکنی یا کیو انتخاب کنی...وقتی سگ واق میزنه ادم لذت میبره...اما شما حرف میزنی ادم حالت تهوع میگیره,anger
واقعا مملكت قانون نداره ! نظارت وجود نداره ؟ چرا اينقدر بايد ما هزينه بي عرضگي را بپردازيم !! ترويج خشونت عليه حيوانات در يك ماهنامه كودكان !! #بطحايي #آموزش_و_پرورش,anger
به روبرو خیره گشته و پلک نمیزنم ترس چنگال هایش را چون خرسی عظیم، بر گُردهام فرود آورده و سپس نعره سر برآورده. هیچ نمیدانم که نعرهش از سر خشم است یا از سر مرگ، و هیچم توان تکان خوردن نیست. تنها سکوت، سکوت، و سکوت به گوش میخورد و صدای کوچک و شکننده فرود دانه های ریز برف.,fear
